word,count
ensconce,1
desert,12
uprear,1
guard,38
allege,1
seek,30
travels,5
teach,7
repose,2
measured,1
beast,8
plods,1
dully,1
weight,11
instinct,1
wretch,3
rider,1
speed,12
spur,3
provoke,2
sometimes,8
anger,5
thrusts,1
answers,4
groan,7
sharp,9
spurring,1
onward,1
offence,11
bearer,1
posting,2
extremity,4
mounted,2
winged,2
horse,27
pace,6
perfectst,1
neigh,1
fiery,4
race,3
jade,1
going,15
went,10
wilfulslow,1
towards,7
run,19
key,2
uplocked,1
survey,4
blunting,1
seldom,6
feasts,4
solemn,7
stones,2
thinly,1
captain,32
carcanet,2
wardrobe,1
robe,3
special,3
instant,7
specialblest,1
unfolding,1
imprisoned,2
worthiness,3
lacked,2
whereof,4
millions,1
strange,41
tend,6
describe,1
adonis,1
poorly,1
imitated,1
helens,4
cheek,21
grecian,2
tires,2
foison,2
external,2
deem,2
odour,3
blooms,1
dye,1
perfumed,2
tincture,1
hang,16
wantonly,1
breath,18
discloses,1
virtue,28
unwooed,1
odours,1
vade,1
distills,1
marble,2
gilded,6
monuments,1
powerful,4
contents,6
unswept,1
stone,7
besmeared,1
sluttish,2
statues,1
overturn,1
broils,1
root,4
masonry,2
mars,12
sword,38
wars,27
quick,16
record,6
alloblivious,1
enmity,2
room,4
ending,1
judgment,14
renew,1
force,13
edge,7
blunter,1
appetite,5
today,17
feeding,8
allayed,1
tomorrow,33
sharpened,1
former,10
fill,10
hungry,4
fulness,1
spirit,24
perpetual,4
dulness,1
interim,2
ocean,7
shore,7
banks,1
blest,6
thrice,6
wished,2
slave,21
services,3
require,3
worldwithoutend,1
watch,14
bitterness,4
bid,30
servant,30
adieu,15
jealous,3
affairs,8
suppose,3
fool,63
thinks,8
god,51
control,3
crave,4
vassal,6
bound,16
suffer,12
beck,2
patience,25
tame,3
sufferance,2
bide,2
accusing,1
charter,4
privilage,1
belong,4
pardon,35
selfdoing,1
wait,6
waiting,2
hell,20
been,69
brains,4
beguiled,1
labouring,3
amis,1
backward,4
five,16
courses,1
character,4
composed,1
wonder,12
mended,1
revolution,2
wits,5
subjects,3
worse,18
admiring,1
waves,2
pebbled,1
hasten,3
goes,16
sequent,3
forwards,1
contend,4
nativity,2
main,8
crawls,1
maturity,1
wherewith,1
crooked,2
confound,7
transfix,1
flourish,20
delves,1
parallels,2
feeds,4
rarities,1
stands,16
mow,1
slumbers,1
broken,8
mock,11
sendst,1
home,52
pry,1
shames,4
idle,10
tenure,1
jealousy,3
awake,3
defeat,3
watchman,1
wake,3
elsewhere,5
near,24
sin,20
possesseth,1
soul,21
remedy,9
grounded,3
define,1
worths,2
surmount,1
indeed,52
beated,1
chopt,2
tanned,1
antiquity,4
contrary,3
selfloving,1
iniquity,1
painting,6
crushed,1
oerworn,1
drained,1
travelled,1
ages,5
steepy,1
hes,41
king,133
vanishing,1
confounding,1
knife,7
cut,18
defaced,1
richproud,1
outworn,2
towers,1
downrased,1
brass,4
advantage,8
kingdom,5
firm,4
soil,3
win,12
watery,1
interchange,1
confounded,1
ruin,3
taught,14
ruminate,1
fears,10
boundless,1
mortality,2
oersways,1
power,42
action,11
flower,7
honey,3
wrackful,1
siege,2
battring,1
rocks,1
impregnable,1
stout,1
gates,4
steel,6
decays,2
fearful,5
meditation,1
spoil,2
miracle,1
ink,5
restful,1
cry,12
beggar,7
born,23
needy,1
trimmed,1
jollity,2
purest,1
faith,44
unhappily,1
forsworn,6
shamefully,1
misplaced,2
rudely,1
strumpeted,2
wrongfully,1
disgraced,1
limping,1
sway,5
disabled,2
tonguetied,4
authority,7
doctorlike,1
simple,12
miscalled,1
simplicity,1
captive,3
infection,3
impiety,1
achieve,1
lace,2
society,4
imitate,1
bankrupt,2
beggared,1
blush,8
lively,3
veins,3
exchequer,1
gains,2
stores,2
bad,17
map,2
lived,5
bastard,5
signs,4
durst,6
inhabit,2
tresses,1
sepulchres,1
shorn,1
fleece,1
gay,4
anothers,4
robbing,1
dress,4
yore,1
mend,14
tongues,12
voice,8
uttering,1
commend,10
accents,1
seeing,7
shown,9
guess,10
measure,13
churls,1
add,6
rank,11
smell,9
weeds,5
matcheth,1
common,22
slanders,1
suspect,5
crow,9
flies,9
slander,5
wooed,1
vice,3
presentst,1
pure,8
unstained,1
passed,3
ambush,3
victor,1
charged,2
tie,6
envy,4
enlarged,1
kingdoms,9
owe,10
mourn,3
surly,1
bell,4
warning,1
fled,7
vile,10
vilest,3
nay,72
line,5
remember,18
thinking,7
perhaps,2
compounded,2
clay,2
wise,18
task,3
recite,1
devise,6
willingly,3
impart,1
untrue,3
shamed,1
yellow,2
few,2
boughs,4
ruined,2
choirs,1
late,19
birds,5
sang,1
seest,5
twilight,1
sunset,1
fadeth,1
seals,1
glowing,1
ashes,2
deathbed,1
expire,2
consumed,2
nourished,1
perceivst,1
arrest,1
bail,4
carry,8
memorial,1
reviewest,1
review,1
consecrate,2
lost,36
dregs,1
coward,7
wretchs,1
contains,1
remains,6
food,16
sweetseasoned,1
showers,3
ground,8
peace,26
strife,5
twixt,6
miser,2
enjoyer,1
doubting,2
filching,1
counting,2
bettered,1
feasting,2
clean,5
starved,1
possessing,2
pursuing,1
pine,5
surfeit,2
gluttoning,1
variation,1
glance,2
aside,37
newfound,1
compounds,2
noted,2
showing,3
proceed,10
always,4
dressing,1
spending,2
already,15
spent,11
telling,2
dial,5
vacant,1
minds,6
imprint,1
learning,4
mouthed,1
graves,1
dials,1
shady,1
stealth,2
progress,2
eternity,4
commit,4
blanks,1
children,8
nursed,1
delivered,2
brain,13
acquaintance,7
offices,1
profit,6
enrich,2
invoked,1
assistance,1
alien,1
got,14
poesy,1
disperse,1
ignorance,5
aloft,3
fly,22
added,2
feathers,3
learneds,1
wing,4
double,5
compile,1
arts,2
graced,1
advance,1
aid,9
decayed,3
sick,13
deserves,5
travail,1
worthier,2
pays,8
stole,3
behaviour,3
afford,2
thank,38
owes,5
faint,3
knowing,12
thereof,1
spends,2
fame,10
humble,8
proudest,1
sail,4
saucy,8
bark,4
inferior,2
broad,3
wilfully,1
shallowest,1
afloat,1
soundless,1
wrecked,1
worthless,2
boat,3
tall,7
building,2
goodly,8
epitaph,2
forgotten,4
immortal,4
yield,12
entombed,1
monument,13
oerread,1
breathers,1
breathes,1
mouths,1
attaint,2
oerlook,1
writers,2
blessing,6
finding,3
limit,3
enforced,1
anew,4
fresher,2
stamp,1
timebettering,1
devised,1
strained,1
rhetoric,2
sympathized,1
truetelling,1
gross,6
cheeks,9
abused,1
saw,33
exceed,2
debt,1
slept,3
extant,1
modern,6
quill,2
silence,5
impute,1
impair,1
mute,3
confine,2
immured,1
example,3
equal,8
grew,7
lean,8
penury,3
writes,6
dignifies,1
story,11
counterpart,1
admired,2
blessings,2
praises,7
comments,2
richly,3
compiled,1
phrase,2
muses,1
filed,1
unlettered,1
clerk,1
amen,5
hymn,1
able,8
affords,3
polished,1
refined,1
hearing,9
praised,4
something,29
hindmost,1
ripe,6
inhearse,1
spirits,12
struck,6
compeers,1
giving,7
astonished,1
affable,1
familiar,3
ghost,1
gulls,1
intelligence,5
victors,1
countenance,7
enfeebled,1
farewell,47
releasing,1
bonds,3
determinate,1
granting,1
riches,2
deserving,3
patent,2
swerving,2
mistaking,1
misprision,2
comes,59
dream,7
waking,3
disposed,1
weakness,5
concealed,1
attainted,1
gainer,1
bending,3
injuries,3
doing,6
